,StationName,county,Town,lat,lon,IIiii,tTime,dFy,fFy,T,Tx,Tn,VV,RR
37,江口,黄岩区,江口街道,28.6903,121.3275,K8212,2022-02-06 20:00:00,127,22,73,74,73,-9999,0
38,院桥,黄岩区,院桥镇,28.54972,121.2781,K8213,2022-02-06 20:00:00,286,12,65,66,65,-9999,0
39,高桥,黄岩区,高桥街道,28.58444,121.2314,K8214,2022-02-06 20:00:00,226,20,63,65,63,-9999,0
40,新前,黄岩区,新前街道,28.68139,121.2067,K8215,2022-02-06 20:00:00,205,15,62,67,62,-9999,0
41,茅畲,黄岩区,茅畲乡,28.595,121.1314,K8216,2022-02-06 20:00:00,106,15,57,59,57,-9999,0
42,澄江,黄岩区,澄江街道,28.63222,121.1736,K8217,2022-02-06 20:00:00,266,17,64,66,64,12796,0
43,科技学院,黄岩区,东城街道,28.66945,121.2539,K8218,2022-02-06 20:00:00,94,13,69,72,69,-9999,0
44,铅锌矿,黄岩区,上郑乡,28.5981,120.92483,K8219,2022-02-06 20:00:00,-9999,-9999,48,49,48,-9999,0
45,北洋,黄岩区,北洋镇,28.63056,121.0978,K8220,2022-02-06 20:00:00,173,9,60,62,60,-9999,0
46,平田,黄岩区,平田乡,28.53806,121.0739,K8221,2022-02-06 20:00:00,171,11,29,31,29,-9999,0
47,大寺基,黄岩区,上郑乡,28.58417,120.7997,K8222,2022-02-06 20:00:00,78,101,-24,-24,-26,-9999,0
48,牌门,黄岩区,宁溪镇,28.53722,120.9522,K8225,2022-02-06 20:00:00,184,10,49,50,49,-9999,0
49,委羽山,黄岩区,西城街道,28.62472,121.2397,K8226,2022-02-06 20:00:00,205,13,69,71,69,28190,0
50,十里铺,黄岩区,南城街道,28.6125,121.2672,K8227,2022-02-06 20:00:00,0,0,62,64,62,-9999,0
51,江心屿,黄岩区,江口街道,28.70555,121.3256,K8228,2022-02-06 20:00:00,0,0,69,70,69,-9999,0
52,白鹭湾,黄岩区,宁溪镇,28.61222,120.9992,K8229,2022-02-06 20:00:00,38,11,55,57,55,-9999,0
53,黄毛山,黄岩区,平田乡,28.57528,121.0769,K8230,2022-02-06 20:00:00,81,35,10,10,9,-9999,0
54,白石雪深,黄岩区,屿头乡,28.67444,120.9375,K8231,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
55,柑橘所雪深,黄岩区,头陀镇,28.64278,121.1564,K8233,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
56,城区雪深,黄岩区,北城街道,28.66945,121.2539,K8234,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
57,大寺基雪深,黄岩区,上郑乡,28.58417,120.7997,K8236,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
58,东城小学,黄岩区,东城街道,28.65111,121.3006,K8240,2022-02-06 20:00:00,73,17,70,71,70,-9999,0
59,王林,黄岩区,北城街道,28.685,121.2867,K8241,2022-02-06 20:00:00,-9999,-9999,76,77,75,-9999,0
60,长滩,黄岩区,屿头乡,28.66028,120.9892,K8242,2022-02-06 20:00:00,-9999,-9999,51,54,51,-9999,0
61,岭根,黄岩区,宁溪镇,28.54722,120.9364,K8243,2022-02-06 20:00:00,-9999,-9999,49,52,49,-9999,0
62,下抱水库,黄岩区,新前街道,28.70972,121.2208,K8244,2022-02-06 20:00:00,37,13,53,55,53,-9999,0
63,南正顶,黄岩区,富山乡,28.51028,120.8578,K8245,2022-02-06 20:00:00,-9999,-9999,-9,-8,-9,-9999,0
64,蒋东岙,黄岩区,上郑乡,28.6125,120.9275,K8246,2022-02-06 20:00:00,-9999,-9999,37,39,37,-9999,0
65,五尖山,黄岩区,北洋镇,28.66611,121.0386,K8247,2022-02-06 20:00:00,-9999,-9999,32,32,31,-9999,0
66,元同溪闸,黄岩区,头陀镇,28.62417,121.1458,K8248,2022-02-06 20:00:00,253,13,65,67,65,-9999,0
67,黄土岭,黄岩区,北城街道,28.68306,121.2394,K8249,2022-02-06 20:00:00,334,9,69,70,69,-9999,0
68,联丰,黄岩区,北洋镇,28.65278,121.0689,K8250,2022-02-06 20:00:00,-9999,-9999,58,59,58,-9999,0
69,抱料,黄岩区,上郑乡,28.55972,120.8456,K8256,2022-02-06 20:00:00,-9999,-9999,18,20,18,-9999,0
70,决要,黄岩区,富山乡,28.5325,120.8467,K8257,2022-02-06 20:00:00,-9999,-9999,22,25,22,-9999,0
71,福利,黄岩区,宁溪镇,28.6075,120.9708,K8258,2022-02-06 20:00:00,344,12,56,59,55,-9999,0
72,布袋坑,黄岩区,屿头乡,28.70056,120.9442,K8259,2022-02-06 20:00:00,158,22,15,15,15,-9999,0
73,东亚山庄,黄岩区,上郑乡,28.59833,120.82,K8270,2022-02-06 20:00:00,24,0,-21,-21,-22,-9999,0
74,外金,黄岩区,富山乡,28.50778,120.8914,K8271,2022-02-06 20:00:00,325,22,21,22,17,-9999,0
75,后岙,黄岩区,屿头乡,28.66306,120.9097,K8273,2022-02-06 20:00:00,119,26,20,20,20,-9999,0
76,前思岙,黄岩区,上垟乡,28.48611,121.0247,K8274,2022-02-06 20:00:00,242,5,42,45,42,-9999,0
77,兴安,黄岩区,屿头乡,28.65028,120.9594,K8275,2022-02-06 20:00:00,262,8,49,51,49,-9999,0
78,董岙,黄岩区,上垟乡,28.56167,121.0181,K8276,2022-02-06 20:00:00,234,16,60,61,58,-9999,0
79,宁溪B,黄岩区,宁溪镇,28.58167,120.9753,K8282,2022-02-06 20:00:00,250,9,46,48,46,-9999,0
80,柑橘所,黄岩区,头陀镇,28.64278,121.1564,K8283,2022-02-06 20:00:00,283,19,63,64,63,-9999,0
81,路桥,路桥区,路桥街道,28.57528,121.3503,K8301,2022-02-06 20:00:00,78,20,74,75,74,-9999,0
82,横街,路桥区,横街镇,28.52778,121.4456,K8302,2022-02-06 20:00:00,45,29,66,68,66,-9999,0
83,金清,路桥区,金清镇,28.51583,121.4972,K8303,2022-02-06 20:00:00,41,45,71,71,70,20000,0
84,白果,路桥区,金清镇,28.48386,121.62174,K8304,2022-02-06 20:00:00,24,102,62,62,61,-9999,0
85,黄琅,路桥区,金清镇,28.52611,121.5967,K8305,2022-02-06 20:00:00,9,78,72,72,71,-9999,0
86,桐屿,路桥区,桐屿街道,28.58556,121.3344,K8306,2022-02-06 20:00:00,50,13,74,77,74,-9999,0
87,机场,路桥区,路南街道,28.55528,121.4222,K8307,2022-02-06 20:00:00,56,22,70,71,69,-9999,0
88,新桥,路桥区,新桥镇,28.51194,121.4036,K8308,2022-02-06 20:00:00,45,28,68,70,68,-9999,0
89,蓬街,路桥区,蓬街镇,28.55445,121.4694,K8309,2022-02-06 20:00:00,0,0,72,72,71,-9999,0
90,峰江,路桥区,峰江街道,28.54861,121.3681,K8310,2022-02-06 20:00:00,31,40,69,70,69,-9999,0
91,水厂,路桥区,螺洋街道,28.56083,121.33,K8311,2022-02-06 20:00:00,90,26,73,73,73,-9999,0
92,农垦场,路桥区,金清镇,28.50805,121.5872,K8312,2022-02-06 20:00:00,44,85,71,72,71,-9999,0
93,启明村,路桥区,蓬街镇,28.56807,121.51892,K8313,2022-02-06 20:00:00,47,48,71,72,71,-9999,0
94,三山,路桥区, 金清镇,28.56139,121.5944,K8315,2022-02-06 20:00:00,48,95,65,66,65,30000,0
95,鹁鸪嘴,路桥区, 金清镇,28.55056,121.6422,K8316,2022-02-06 20:00:00,35,101,71,71,70,30000,0
96,凉溪,路桥区,桐屿街道,28.61778,121.3067,K8317,2022-02-06 20:00:00,22,11,61,63,61,-9999,0
97,东风村,路桥区,螺洋街道,28.56417,121.3083,K8318,2022-02-06 20:00:00,309,12,67,70,67,10773,0
98,湖屿岛,路桥区, 金清镇,28.45833,121.6653,K8320,2022-02-06 20:00:00,17,109,72,72,71,30000,0
99,保全小学,路桥区,峰江街道,28.52889,121.3761,K8321,2022-02-06 20:00:00,38,23,70,71,69,-9999,0
100,路桥高速,路桥区,金清镇,28.55556,121.5392,K8322,2022-02-06 20:00:00,45,56,72,72,71,20000,0
101,横街小学,路桥区,横街镇,28.53583,121.4328,K8323,2022-02-06 20:00:00,56,29,70,71,70,-9999,0
102,飞龙湖,路桥区,桐屿街道,28.60444,121.3358,K8324,2022-02-06 20:00:00,76,17,70,71,70,-9999,0
103,联盟闸,路桥区,金清镇,28.52083,121.5478,K8325,2022-02-06 20:00:00,29,60,70,70,69,-9999,0
104,龙头王村,路桥区,路桥街道,28.58139,121.3919,K8326,2022-02-06 20:00:00,-9999,-9999,70,71,70,-9999,0
105,下陶村,路桥区,峰江街道,28.53639,121.3953,K8327,2022-02-06 20:00:00,75,18,68,70,68,-9999,0
106,会展中心,路桥区,路北街道,28.5975,121.3692,K8328,2022-02-06 20:00:00,-9999,-9999,75,76,75,-9999,0
107,明珠学校,路桥区,金清镇,28.52,121.5147,K8329,2022-02-06 20:00:00,28,50,71,71,70,-9999,0
108,北大附中,路桥区,桐屿街道,28.60139,121.3047,K8330,2022-02-06 20:00:00,304,12,70,72,70,-9999,0
109,上寺前,路桥区,螺洋街道,28.53889,121.3331,K8340,2022-02-06 20:00:00,-9999,-9999,65,65,63,-9999,0
110,九琅山,路桥区,横街镇,28.51472,121.4469,K8341,2022-02-06 20:00:00,268,23,66,68,65,-9999,0
111,石桥头,温岭市,石桥头镇,28.34945,121.4606,K8401,2022-02-06 20:00:00,41,44,67,68,66,-9999,0
112,黄茅山,温岭市,泽国镇,28.52972,121.3078,K8402,2022-02-06 20:00:00,80,33,51,52,51,-9999,0
113,大溪,温岭市,大溪镇,28.49111,121.2411,K8403,2022-02-06 20:00:00,279,21,66,67,66,-9999,0
114,松门,温岭市,松门镇,28.37111,121.5664,K8404,2022-02-06 20:00:00,314,34,71,71,70,-9999,0
115,坞根,温岭市,坞根镇,28.32472,121.2611,K8405,2022-02-06 20:00:00,355,26,64,67,64,-9999,0
116,横峰,温岭市,横峰街道,28.4475,121.3258,K8406,2022-02-06 20:00:00,81,16,69,69,68,-9999,0
117,石塘渔港,温岭市,石塘镇,28.24639,121.6039,K8407,2022-02-06 20:00:00,30,100,73,74,72,28608,0
118,新河,温岭市,新河镇,28.47806,121.4594,K8408,2022-02-06 20:00:00,43,38,67,67,67,-9999,0
119,东海塘,温岭市,箬横镇,28.42222,121.6081,K8409,2022-02-06 20:00:00,36,85,72,72,71,30000,0
120,岙环,温岭市,城南镇,28.28611,121.3994,K8410,2022-02-06 20:00:00,323,35,65,66,64,-9999,0
121,温峤,温岭市,温峤镇,28.38389,121.3003,K8411,2022-02-06 20:00:00,34,20,65,66,64,-9999,0
122,箬横,温岭市,箬横镇,28.39889,121.5228,K8412,2022-02-06 20:00:00,325,30,72,73,72,-9999,0
123,滨海,温岭市,滨海镇,28.45056,121.5589,K8413,2022-02-06 20:00:00,36,53,68,69,67,30000,0
124,太湖山,温岭市,大溪镇,28.49917,121.2019,K8414,2022-02-06 20:00:00,128,16,34,35,34,-9999,0
125,九洞门,温岭市,松门镇,28.4125,121.6617,K8415,2022-02-06 20:00:00,39,108,71,71,70,-9999,0
126,花芯,温岭市,箬横镇,28.41556,121.4511,K8416,2022-02-06 20:00:00,21,28,53,54,53,-9999,0
127,方山,温岭市,大溪镇,28.42056,121.2528,K8417,2022-02-06 20:00:00,74,56,28,28,27,-9999,0
128,实践基地,温岭市,松门镇,28.32583,121.6189,K8419,2022-02-06 20:00:00,58,76,70,71,69,-9999,0
129,岭脚村,温岭市,温峤镇,28.36194,121.2825,K8420,2022-02-06 20:00:00,55,27,59,60,57,-9999,0
130,山后村,温岭市,城南镇,28.32944,121.3311,K8421,2022-02-06 20:00:00,11,50,65,66,63,-9999,0
131,火车站,温岭市,大溪镇,28.48222,121.3236,K8422,2022-02-06 20:00:00,100,20,71,72,71,-9999,0
132,城东,温岭市,城东街道,28.41195,121.3767,K8423,2022-02-06 20:00:00,358,25,70,71,70,-9999,0
133,城北,温岭市,城北街道,28.45722,121.3997,K8424,2022-02-06 20:00:00,51,45,66,66,65,-9999,0
134,三蒜,温岭市,石塘镇,28.23111,121.6356,K8425,2022-02-06 20:00:00,42,106,68,69,66,27896,0
135,粮食功能区,温岭市,箬横镇,28.41111,121.5644,K8426,2022-02-06 20:00:00,0,59,71,71,70,-9999,0
136,大溪高速,温岭市,大溪镇,28.46889,121.2619,K8427,2022-02-06 20:00:00,232,7,66,69,66,8048,0
137,泽国,温岭市,泽国镇,28.48944,121.3794,K8429,2022-02-06 20:00:00,55,21,64,65,64,-9999,0
138,城西,温岭市,城西街道,28.39,121.3681,K8430,2022-02-06 20:00:00,53,23,69,69,68,-9999,0
139,方山雪深,温岭市,大溪镇,28.42056,121.2428,K8431,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
140,仰天湖雪深,温岭市,大溪镇,28.49917,121.2019,K8432,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
141,泽国二小,温岭市,泽国镇,28.49694,121.3361,K8441,2022-02-06 20:00:00,84,32,70,71,70,-9999,0
142,长屿,温岭市,新河镇,28.43611,121.4358,K8442,2022-02-06 20:00:00,94,21,58,60,58,-9999,0
143,高桥小学,温岭市,新河镇,28.48944,121.4331,K8443,2022-02-06 20:00:00,60,39,70,70,69,-9999,0
144,东浦,温岭市,箬横镇,28.345,121.4997,K8444,2022-02-06 20:00:00,24,47,69,70,68,-9999,0
145,北港,温岭市,松门镇,28.43167,121.6581,K8445,2022-02-06 20:00:00,37,87,69,69,68,-9999,0
146,城南小学,温岭市,城南镇,28.325,121.4075,K8446,2022-02-06 20:00:00,6,61,67,67,65,-9999,0
147,温岭南,温岭市,城南镇,28.32778,121.4594,K8447,2022-02-06 20:00:00,28,54,70,70,68,29516,0
148,隔海岛,温岭市,石塘镇,28.30389,121.6469,K8448,2022-02-06 20:00:00,48,102,75,75,73,-9999,0
149,潘郎小学,温岭市,大溪镇,28.45389,121.3058,K8460,2022-02-06 20:00:00,105,18,69,71,69,-9999,0
150,犁头咀,温岭市,城南镇,28.26556,121.4369,K8461,2022-02-06 20:00:00,28,63,65,66,64,-9999,0
151,伍佰屿,温岭市,滨海镇,28.47694,121.6092,K8462,2022-02-06 20:00:00,27,97,73,73,72,-9999,0
152,温岭中学,温岭市,太平街道,28.37472,121.3969,K8463,2022-02-06 20:00:00,285,11,64,68,64,-9999,0
153,滨海中学,温岭市,滨海镇,28.46833,121.5203,K8464,2022-02-06 20:00:00,26,43,70,70,69,-9999,0
154,长屿小学,温岭市,新河镇,28.45111,121.4406,K8465,2022-02-06 20:00:00,36,22,69,69,69,-9999,0
155,青屿校区,温岭市,温峤镇,28.36361,121.2439,K8466,2022-02-06 20:00:00,42,16,60,63,60,25470,0
156,毛竹下,温岭市,大溪镇,28.43833,121.2553,K8467,2022-02-06 20:00:00,-9999,-9999,57,61,56,-9999,0
157,上洋工业区,温岭市,大溪镇,28.43278,121.2506,K8468,2022-02-06 20:00:00,-9999,-9999,60,63,60,-9999,0
158,双溪村,温岭市,大溪镇,28.45528,121.2419,K8469,2022-02-06 20:00:00,-9999,-9999,61,63,61,-9999,0
159,翁岙村,温岭市,大溪镇,28.51611,121.2917,K8470,2022-02-06 20:00:00,-9999,-9999,63,64,62,-9999,0
160,金路村,温岭市,新河镇,28.45861,121.4111,K8471,2022-02-06 20:00:00,-9999,-9999,70,70,69,-9999,0
161,楼岙村,温岭市,新河镇,28.44889,121.4231,K8472,2022-02-06 20:00:00,-9999,-9999,70,71,69,-9999,0
162,屿头村,温岭市,新河镇,28.44667,121.4375,K8473,2022-02-06 20:00:00,-9999,-9999,69,71,67,-9999,0
163,长屿村,温岭市,新河镇,28.44667,121.4456,K8474,2022-02-06 20:00:00,-9999,-9999,64,66,64,-9999,0
164,下呈村,温岭市,坞根镇,28.30278,121.2569,K8475,2022-02-06 20:00:00,-9999,-9999,64,68,63,-9999,0
165,东门村,温岭市,坞根镇,28.33389,121.2178,K8476,2022-02-06 20:00:00,-9999,-9999,67,69,67,-9999,0
166,紫荆校区,温岭市,箬横镇,28.405,121.6108,K8477,2022-02-06 20:00:00,300,68,72,72,71,-9999,0
167,清港,玉环市,清港镇,28.25694,121.2867,K8501,2022-02-06 20:00:00,44,32,67,69,67,-9999,0
168,干江,玉环市,干江镇,28.16639,121.3717,K8502,2022-02-06 20:00:00,49,67,53,53,53,20914,0
169,沙门,玉环市,沙门镇,28.24389,121.3803,K8503,2022-02-06 20:00:00,52,57,67,69,67,-9999,0
170,海山,玉环市,海山乡,28.21,121.1575,K8504,2022-02-06 20:00:00,316,37,68,70,67,27483,0
171,玉城,玉环市,玉城街道,28.12556,121.2369,K8505,2022-02-06 20:00:00,312,21,63,66,63,-9999,1
172,大鹿岛,玉环市,鸡山乡,28.09222,121.4039,K8506,2022-02-06 20:00:00,23,84,69,69,67,-9999,0
173,鲜迭,玉环市,大麦屿街道,28.09167,121.2042,K8507,2022-02-06 20:00:00,349,53,39,40,38,-9999,0
174,花岩浦,玉环市,龙溪乡,28.19611,121.3092,K8510,2022-02-06 20:00:00,21,48,59,59,59,21756,0
175,芦浦,玉环市,芦浦镇,28.19833,121.2414,K8511,2022-02-06 20:00:00,11,45,52,52,51,-9999,0
176,楚门,玉环市,楚门镇,28.21694,121.3014,K8512,2022-02-06 20:00:00,353,25,66,68,66,-9999,0
177,鸡山,玉环市,鸡山乡,28.10611,121.36417,K8513,2022-02-06 20:00:00,33,84,62,63,61,30000,0
178,大麦屿,玉环市,大麦屿街道,28.10306,121.1358,K8517,2022-02-06 20:00:00,14,55,65,65,64,-9999,1
179,龙溪樱桃 ,玉环市,龙溪乡,28.22667,121.3333,K8518,2022-02-06 20:00:00,299,33,64,66,64,-9999,0
180,大雷山,玉环市,清港镇,28.31528,121.3458,K8521,2022-02-06 20:00:00,2,69,36,38,35,-9999,0
181,分水山,玉环县,芦浦镇,28.195,121.2103,K8522,2022-02-06 20:00:00,70,31,64,66,64,19731,0
182,雕鹰山,玉环市,大麦屿街道,28.11917,121.1981,K8527,2022-02-06 20:00:00,4,55,40,40,39,-9999,1
183,乐清二桥,玉环市,海山乡,28.2425,121.1392,K8528,2022-02-06 20:00:00,2,40,-9999,-9999,-9999,28652,0
184,吊船湾,玉环市,沙门镇,28.22222,121.3753,K8530,2022-02-06 20:00:00,28,44,66,69,66,17849,0
185,大雷山雪深,玉环县,清港镇,28.31528,121.3458,K8531,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
186,大圆头,玉环市,沙门镇,28.24195,121.4161,K8544,2022-02-06 20:00:00,20,86,53,55,52,-9999,0
187,大岩头,玉环市,大麦屿街道,28.04667,121.1631,K8545,2022-02-06 20:00:00,14,71,38,40,37,-9999,3
188,中鹿岛,玉环市,鸡山乡,28.05694,121.4106,K8546,2022-02-06 20:00:00,12,95,62,63,60,-9999,0
189,双龙村,玉环市,坎门街道,28.1,121.255,K8547,2022-02-06 20:00:00,0,0,59,61,57,-9999,0
190,垟岭村,玉环市,干江镇,28.18861,121.3475,K8548,2022-02-06 20:00:00,0,0,52,54,52,-9999,0
191,江岩,玉环市,玉城街道,28.17333,121.1492,K8549,2022-02-06 20:00:00,22,49,50,53,49,-9999,0
192,黄门,玉环市,坎门街道,28.07,121.2361,K8550,2022-02-06 20:00:00,348,81,48,48,45,-9999,0
193,苔山塘,玉环市,清港镇,28.27417,121.2564,K8556,2022-02-06 20:00:00,13,27,64,65,62,-9999,0
194,杜桥,临海市,杜桥镇,28.76667,121.4869,K8601,2022-02-06 20:00:00,67,28,71,73,71,-9999,0
195,涌泉,临海市,涌泉镇,28.75694,121.3186,K8602,2022-02-06 20:00:00,85,30,71,73,71,-9999,0
196,白水洋,临海市,白水洋镇,28.89917,120.9047,K8603,2022-02-06 20:00:00,34,27,71,73,71,-9999,0
197,东塍,临海市,东塍镇,28.92889,121.2622,K8604,2022-02-06 20:00:00,89,28,71,74,71,-9999,0
198,河头,临海市,河头镇,29.00056,121.1142,K8605,2022-02-06 20:00:00,94,14,62,66,62,-9999,0
199,尤溪,临海市,尤溪镇,28.7425,121.1011,K8606,2022-02-06 20:00:00,159,22,63,65,63,-9999,0
200,汛桥,临海市,汛桥镇,28.795,121.1706,K8607,2022-02-06 20:00:00,248,7,65,67,65,-9999,0
201,牛头山,临海市,邵家渡街道,28.84,121.2647,K8608,2022-02-06 20:00:00,139,33,69,71,69,-9999,0
202,小芝,临海市,小芝镇,28.85222,121.4519,K8609,2022-02-06 20:00:00,78,33,64,65,64,-9999,0
203,南门坑,临海市,桃渚镇,28.83722,121.6631,K8610,2022-02-06 20:00:00,63,31,65,67,65,-9999,0
204,白沙,临海市,上盘镇,28.71278,121.6378,K8611,2022-02-06 20:00:00,36,51,65,66,65,30000,0
205,黄家寮,临海市, 括苍镇,28.74833,120.9744,K8612,2022-02-06 20:00:00,-9999,-9999,22,24,22,-9999,0
206,外蔡,临海市,邵家渡街道,28.87944,121.3731,K8613,2022-02-06 20:00:00,0,0,57,60,56,-9999,0
207,汇溪,临海市,汇溪镇,28.95778,121.2133,K8614,2022-02-06 20:00:00,347,10,59,64,59,-9999,0
208,江南,临海市,江南街道,28.79444,121.1206,K8615,2022-02-06 20:00:00,208,20,64,67,64,-9999,0
209,沿江,临海市,沿江镇,28.74611,121.2358,K8616,2022-02-06 20:00:00,255,10,66,67,66,-9999,0
210,大田,临海市,大田镇,28.90444,121.2022,K8617,2022-02-06 20:00:00,107,14,67,72,67,-9999,0
211,永丰,临海市,永丰镇,28.87278,121.0231,K8618,2022-02-06 20:00:00,96,25,66,69,66,-9999,0
212,羊岩山,临海市,河头镇,28.97889,121.1494,K8619,2022-02-06 20:00:00,118,44,9,14,9,-9999,0
213,桃渚镇,临海市,桃渚镇,28.80861,121.5797,K8620,2022-02-06 20:00:00,19,48,67,68,67,-9999,0
214,医化园区,临海市,杜桥镇,28.69306,121.5456,K8621,2022-02-06 20:00:00,37,37,72,73,72,-9999,0
215,两桥村,临海市,古城街道,28.87167,121.0797,K8622,2022-02-06 20:00:00,83,26,65,66,65,-9999,0
216,安桥,临海市,白水洋镇,28.98,120.9153,K8623,2022-02-06 20:00:00,296,12,48,54,48,-9999,0
217,里梅,临海市,白水洋镇,29.01528,120.9958,K8624,2022-02-06 20:00:00,75,15,41,48,41,-9999,0
218,大洋,临海市,永丰镇,28.93361,121.0011,K8625,2022-02-06 20:00:00,333,8,48,54,48,-9999,0
219,岭脚金,临海市,尤溪镇,28.69,121.0728,K8626,2022-02-06 20:00:00,185,10,52,53,52,-9999,0
220,头门,临海市,上盘镇,28.69111,121.7594,K8627,2022-02-06 20:00:00,44,100,69,69,68,30000,0
221,白水洋小学,临海市,白水洋镇,28.91,120.8944,K8628,2022-02-06 20:00:00,15,26,63,67,63,-9999,0
222,雀儿岙,临海市,上盘镇,28.80972,121.8475,K8629,2022-02-06 20:00:00,38,96,71,71,70,30000,0
223,田岙岛,临海市,上盘镇,28.74306,121.8481,K8630,2022-02-06 20:00:00,45,85,69,69,68,-9999,0
224,白水洋雪深,临海市,白水洋镇,28.90055,120.8942,K8633,2022-02-06 20:00:00,-9999,-9999,-9999,-9999,-9999,-9999,0
